word,korean_meaning,selected_pos,selected_meaning,english_definition,example_sentence,example_translation,topic_group,assigned_topic,skipped_topics,skip_reason,image_prompt,video_prompt,safety_replaced,quality_status,generation_status,retry_count,failure_reason,manual_review
intention,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The intention is important.,intention(은) 는 중요하다.,관심사,코딩,,,"cartoon style, computer screen, coding interface, illustrate: The intention is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The intention is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
apply,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The apply is important.,apply(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The apply is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The apply is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
tune,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The tune is important.,tune(은) 는 중요하다.,관심사,인공지능,,,"cartoon style, robot, futuristic, illustrate: The tune is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The tune is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
submit,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The submit is important.,submit(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The submit is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The submit is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
logical,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The logical is important.,logical(은) 는 중요하다.,관심사,소설 쓰기,,,"cartoon style, writing desk, notebook, illustrate: The logical is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The logical is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
blame,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The blame is important.,blame(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The blame is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The blame is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
display,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The display is important.,display(은) 는 중요하다.,관심사,음악,,,"cartoon style, musical instruments, stage, illustrate: The display is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The display is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
likewise,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The likewise is important.,likewise(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The likewise is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The likewise is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
discipline,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The discipline is important.,discipline(은) 는 중요하다.,관심사,스포츠,,,"cartoon style, sports field, active pose, illustrate: The discipline is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The discipline is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
boost,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The boost is important.,boost(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The boost is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The boost is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
shallow,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The shallow is important.,shallow(은) 는 중요하다.,관심사,게임,,,"cartoon style, bright colors, game scene, illustrate: The shallow is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The shallow is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
swallow,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The swallow is important.,swallow(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The swallow is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The swallow is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
bias,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The bias is important.,bias(은) 는 중요하다.,관심사,코딩,,,"cartoon style, computer screen, coding interface, illustrate: The bias is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The bias is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
string,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The string is important.,string(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The string is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The string is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
examination,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The examination is important.,examination(은) 는 중요하다.,관심사,인공지능,,,"cartoon style, robot, futuristic, illustrate: The examination is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The examination is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
rational,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The rational is important.,rational(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The rational is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The rational is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
laboratory,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The laboratory is important.,laboratory(은) 는 중요하다.,관심사,소설 쓰기,,,"cartoon style, writing desk, notebook, illustrate: The laboratory is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The laboratory is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
authority,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The authority is important.,authority(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The authority is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The authority is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
misunderstanding,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The misunderstanding is important.,misunderstanding(은) 는 중요하다.,관심사,음악,,,"cartoon style, musical instruments, stage, illustrate: The misunderstanding is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The misunderstanding is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
